cell_unit,long,lat,Nitrogen,LMA,Cellulose,Calcium,Chlorophylls,Fiber,Lignin,NSC,Phenolics,Phosphorus,Potassium,Starch,Sugar,Sulfur
C2868_U2,-120.53686563119275,39.02526350739635,13.966028904456678,278.1977576202007,155.07060034098683,7.599629227718722,40.84580775984679,338.221768484862,219.97153037366746,281.0325636352403,60.41346438118544,1.0571395048236065,6.212136789676661,53.83774951777097,189.76542380716404,0.7690294669895248
C2868_U3,-120.52876453070077,39.02837154867047,15.089269261516375,246.50971183908678,156.34557580091123,7.789120951542964,42.03980097091838,331.7833604083502,213.33593703388675,279.4347449767948,60.3230922272284,1.0704280761312772,6.916140748911401,51.604913856822265,191.68074678288144,0.8167615731697516
C2868_U4,-120.5278383345188,39.032906242928846,15.404869273113738,260.8368273021767,149.9190537059332,8.512323456417935,39.31432731476817,323.28078841865397,216.15339746926412,278.2608990501656,56.82585311979953,1.0883730033922325,6.809048538329106,52.474946450186124,186.25630162354346,0.8219934184221958
C2871_U1,-120.4166789912668,39.02787866897581,15.626751176749012,254.19621115538243,143.17089317171386,9.31664856802188,40.38659941811614,312.5168581679526,200.10234741484828,289.5343031884727,66.36836535334953,1.1613639425413251,7.100030328980169,51.3344899431608,207.20876401414165,0.9539936910746418
C2871_U2,-120.40323125972503,39.020912940171115,15.510395632261016,263.8199663224973,143.25029618087524,9.306788415855584,39.34328322936846,313.3368608329419,208.53643591364553,286.93017775655704,60.628141834251664,1.0988323325340255,6.738227634489667,52.426549996294284,199.59579735365637,0.8957089037345778
C2872_U1,-120.36877853083357,39.03344719409283,17.663823611295175,241.83227230727408,133.67298084895896,9.096113021549778,38.74329315785455,284.44479226886733,187.0491405754828,295.33577432524487,67.98480291455304,1.108438985139469,7.435212681494198,51.152364254383315,208.90517814075727,0.9281731394938791
C2872_U2,-120.37431151213087,39.026742883146795,13.965922551622569,273.2094019724879,141.9926489984543,8.108327848748763,38.705518807372975,319.2091643015204,202.6472672452211,302.7090088773715,69.3564144893891,1.0388364115884525,6.86840954837741,52.221847004540514,216.27372802895886,0.7944542064944725
C2899_U1,-120.58653824383516,39.013202351862766,16.27566477712524,242.4952915299101,144.24068290091444,8.718709331944522,38.701080093936916,314.9987023708984,203.38934702477403,288.2927867827098,64.70411628171836,1.122145955565228,6.895023656475855,50.88264975295568,200.44818362923286,0.9222170542450104
C2901_U1,-120.5015912611484,39.01224791656828,19.07035348387592,181.74073317793975,118.78871578215897,8.932308230735213,44.4109263400988,244.52228779607452,145.37080147852606,317.38449789267406,93.25727644005308,1.317018277436835,9.130135258758777,46.7381625549487,241.29315328854287,1.1942556327243017
C2901_U2,-120.48478082399676,39.010625145071444,18.879630661904873,192.80603404396112,129.43808456736775,8.617328681211935,44.3689187444929,267.92439257189534,169.84992360956855,311.84099557429926,84.01935440984387,1.2335720760675961,8.341404848276492,47.55892641355485,228.80308949457392,1.1168945427794652
C2905_U1,-120.32345460610878,38.999735643012684,15.992936297473149,254.0621397270864,137.2112574167639,9.354509797589435,40.938104576985715,295.18410365950996,194.8255117060954,294.1128088023253,74.39811455797494,1.177700103246964,6.751879815121277,50.95316752030287,208.741011231025,0.9748594163789108
C2905_U2,-120.31485592953548,39.0015920447186,13.663490985548153,283.1626136961479,137.78689554043768,8.609909556655047,40.08148419719614,305.3328567581142,207.7170164301159,296.42888626945677,69.64175000322354,1.079315174164016,6.505974832517126,53.3519106869086,207.53050987264305,0.8107009074368816
C2919_U1,-120.42340683561737,39.00016591327779,14.238419315715902,291.4957591568733,144.73167268520947,8.88445156584387,38.501255560864664,323.03005033283944,219.04767672696542,281.9798925626666,59.088467126077,1.0910422483224131,6.21992879015674,54.17438598335322,188.89999941046915,0.8285426951029222
C2919_U2,-120.42799385333123,38.996411142858655,15.352723608291384,271.8014655578247,140.9676364594489,8.889008725340993,40.09695313541646,310.9183042948786,208.10839313558827,291.0916705654254,65.85093457831277,1.1051271038212132,6.706628596292461,52.63520685711405,202.85050272106818,0.8858804822766168
C2920_U1,-120.38205001390689,39.00217721386939,15.955628837117919,273.10891739181557,144.16446608301706,8.551154625594823,39.96194004090352,319.1023563605863,216.78160612738765,292.481533839392,64.29351410049017,1.085443705135616,6.361881498392912,52.351318621325696,200.87394321666642,0.9209578330733891
C2920_U2,-120.39449588087736,38.998272640364974,15.403390583883384,258.4976799964209,141.49582723764888,8.738410167667723,39.6056504927946,309.8883125682295,201.8893506353238,294.68916918473656,66.73630918775416,1.1044802326032133,7.098544893033187,51.55806186076709,208.22014182205103,0.8989839249054444
C2933_U1,-120.54161012225626,38.997671139376806,17.13622240476611,240.31532603667455,154.634253764191,8.317161400409844,41.56472444362191,330.1908040344608,217.0320769078451,274.4854329002419,56.745571805336645,1.0812917749917001,6.6421781979301615,51.006210814831164,182.70310767162744,0.9390227717584143
C2933_U2,-120.52900078653684,38.99405905282698,14.790345567751654,268.2176440812522,149.63347981973405,7.7375927833358205,43.138456424715685,329.5063355304403,208.85757672235553,289.7385136072992,65.98243987171571,1.0900102951172541,6.818244022938079,52.570689287980784,201.71165144944558,0.887441601863257
C2933_U3,-120.54767705016432,38.99300276436347,19.102859996669586,221.2880005876067,165.0126201490949,9.129254446645357,41.473071002388,345.0036704764267,226.47915170521904,264.5693662827485,48.39512585089237,1.1258683686571338,6.621391333980509,49.58608934202065,171.46741254658627,1.043740631844776
C2952_U1,-120.47382835305002,38.97983105069302,20.63609884691553,162.76749657614033,130.91816376766465,9.855291221443117,44.63084153345636,256.7675433876237,152.94600141063515,297.16818878823386,80.39892613042375,1.3842636176476515,9.1587873701051965,45.73656844951052,222.54064333736724,1.2822441597558119
C2952_U2,-120.47874696211125,38.98553842894428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C2963_U1,-120.76169434579336,38.979302153542356,15.586504424950308,241.9355391693324,152.34403397465155,7.987031521803066,43.364917544313386,322.4574109023134,211.52940798236287,287.79691003091597,64.7828998684923,1.1173441926653243,6.424363134921632,51.06837493250633,196.73522474330488,0.9721196207975152
C2963_U2,-120.7600438537369,38.97294849146199,14.614708579958823,237.39713435703666,164.69991262719233,7.256654846341356,42.19984843161607,349.30506023470576,225.19031065352544,282.21480372928505,59.318081980705784,1.0335048083842155,5.621682026064087,51.73040383011972,191.98246081469554,0.9105141441876183
C2972_U1,-120.37515227147075,38.968930640092225,14.0570918345796,279.0411548400969,146.08196198502233,8.7493855031835,39.154281981161546,328.5421726341105,216.12711388158996,294.21944801863185,62.98407507542848,1.0196532930003075,6.412151929526599,52.79969040293812,205.54861212003976,0.8363482830512623
C2972_U2,-120.36769995152186,38.96188849383268,13.847230160745248,274.4181952331522,151.5786296170679,8.822159314836114,39.729048095530644,330.2473756226946,216.8345541732092,284.16029549708696,61.548748435951765,1.0838189256960924,6.458542464720744,52.45968494590142,195.98717328180786,0.8250233468024617
C2972_U3,-120.35976733439318,38.97030414048088,13.649466824290577,288.65173504476496,151.7469192726105,8.633304737775362,42.352190302584745,337.9520457064145,223.14213708985122,292.04160952963224,64.21733760660116,1.0419492094331197,5.944028722638147,52.74753045240765,201.97290239934262,0.8231586345224412
C2973_U1,-120.3267708899229,38.97001641406317,18.196628423914976,231.18841039236108,124.55160574154851,10.333514574227587,42.59845973349359,247.84678500765756,171.5624720587214,293.26077025379203,80.93731665692007,1.3089674674025462,7.7099132511233215,50.064001549052186,210.8953904796809,1.1561784435934646
C2973_U2,-120.32517283095845,38.97460606135337,16.664378148090897,261.8402719076333,138.73109670396084,9.291218145602238,39.19890717652686,298.90637487754447,196.7794475519986,294.3437699829813,67.9168322604857,1.103475460275662,6.797809050223163,52.13865102442796,207.91770358646866,0.9346747469776795
C2985_U1,-120.55910785056702,38.9576303573092,14.19159867360665,272.25063615556854,157.6782563838858,8.041651099595846,40.16167799458456,352.28277082901167,227.2750962961934,290.47194050169225,60.11222156876817,1.010898140924265,5.9012596136328215,52.779509158004636,201.3355106139323,0.8355760074140535
C2985_U3,-120.55583968712249,38.96631933970177,14.19103943617374,268.05630581576105,152.03149291524036,7.351517126231454,43.699945212377486,332.36586295883535,215.04644130306121,287.39248023718,64.83516108805686,1.0714079217567811,6.369898059020655,52.81390881159157,195.6226788598898,0.8508990341005557
C2986_U1,-120.51155507514166,38.96859934038466,19.216991972950893,173.98473401452932,117.8938062043919,9.368172163604912,41.95028423321695,239.95519421712766,142.1693482580999,313.3143306249536,86.79046563628471,1.333067686244675,9.367326738202863,46.54227526915354,239.17478412135767,1.2035168303565753
C2986_U2,-120.51532361391935,38.96270030064037,20.113519437696713,166.75831552798823,116.11485601297305,9.851045361441473,42.03872025426586,236.1873162894715,139.1363571867386,314.4344061423819,87.68973900278071,1.363052472164127,9.433654666722864,45.93170584796038,240.42529454822443,1.2794992608143434
C2988_U1,-120.4373650078588,38.96227329907725,15.81105530349217,252.82776685272546,141.00819760369473,9.200563007340529,40.09653894627449,309.25264431015967,204.34037716278732,290.88004988638653,65.85631538264781,1.170741095766094,7.103108083566387,50.81798639319366,203.4589472224126,0.9659824820066893
C2988_U2,-120.42807873395654,38.966806381665535,18.13654817052801,256.8389851250178,137.7110256034322,9.800017043495657,42.55851452558308,294.0466353029629,201.01076535638754,281.5466482202725,66.96062160337144,1.2603769714414048,7.211976453984393,51.023089534930975,193.71703344400024,1.0875681502127446
C2988_U3,-120.42118105790227,38.96129942747411,17.39613839525594,259.8053602240436,141.36389077113225,9.519679524866314,40.50515725830791,301.9691778244187,207.23888646924095,279.63132578538637,65.85901710304698,1.2033849204942215,6.887166342963963,51.70270118843974,193.60698904426064,1.0011250014157689
C3045_U1,-120.79606819181717,38.94548446108397,17.860931944848826,210.8078875998789,156.81543977853212,7.499705264600802,41.290168155679254,336.7034106738453,210.38575947679453,288.29385588296503,66.46603068066602,1.1254550666966545,7.050960002853469,48.42705980561358,200.37063678263297,1.0185486828984318
C3045_U2,-120.794540481311,38.93211172857562,22.08009322381656,185.7758355588369,151.79394966265485,9.60671467526819,44.48035552110644,299.57947806678226,202.85896369392057,264.48400213667844,58.42340336381994,1.2077513006368246,7.379891249467014,47.77778200447818,177.92223020061098,1.1827035177525647
C3046_U1,-120.75863763466684,38.93627192917083,16.17541869286077,229.28197579732736,163.4647068988864,7.650486382173087,43.66511337720269,348.450332358297,221.8271808061789,280.5687982273572,60.69312966977553,1.1117600007542254,6.495776977394915,49.70194053447705,191.68952699249,0.973426801750282
C3046_U2,-120.75936053778378,38.942379570859394,15.589886353632911,228.13966217871922,162.95307473125575,7.785181573595255,42.2999822934201,349.7466023229035,216.44973755025345,281.9303219880751,62.1942751541685,1.0760560791560412,6.338758060941648,50.16247994653097,199.24708190442232,0.9467345030569527
C3052_U1,-120.50101175609521,38.92641609044264,20.663672533364938,192.3112237422067,134.49838184436356,10.371944848456579,40.02702578930299,271.7554904943848,177.37783253063154,278.573952475239,69.35065820046586,1.3123301083649728,8.30281315434718,47.67675215532697,197.50139419213542,1.2221588093041944
C3052_U2,-120.48670868115885,38.93405833075954,16.07774978972391,254.36285383594964,141.5068573563549,9.425563839618663,40.65093015718662,306.52221776914564,199.7568884104866,284.83456513069996,65.21472623788584,1.1286714938423843,6.979498727131704,51.54152005450079,201.31816002586737,0.9350380524038048
C3056_U1,-120.32926571247742,38.93371179651823,14.693725157659621,283.9798620851939,145.7852066977274,8.66150784184437,40.635360683351216,325.9670084065965,217.33970714167648,296.47546743838603,63.275680850760914,1.052529556724888,6.13297972690746,53.068171026127345,203.89327535454993,0.8274929467386557
C3056_U2,-120.32266534227561,38.93178113885992,12.194348991036767,321.88261857507,150.14472669834856,7.977654249044666,41.496250521379054,349.5878906516458,226.74459454070583,303.9358756013209,64.79092893474461,0.9642012660750964,5.649552339232027,54.82568618537476,214.6054363928432,0.7292617516872769
C3076_U1,-120.38972750120692,38.91403576098713,15.380680569966984,260.84854087699676,142.24863322611233,9.11051353962482,38.40871233066695,309.3755855573102,205.30966084414842,285.85684353943907,62.39548337886475,1.1196965687551719,6.970540231089698,51.98892460662203,196.00376710102373,0.9043680545193354
C3076_U2,-120.39156057928373,38.92275891091934,15.888543122297659,283.66508483730286,142.30399203589297,9.43314420799098,39.02908218805508,303.0671015987887,214.15159988463472,279.1715446331637,57.933085083276275,1.0688878026878381,6.484721598456831,54.31891433518921,185.8868483197917,0.803352727872986
C3110_U1,-120.77277494598893,38.90426272180568,14.857283848687738,243.46539470535754,155.88803054448624,7.155834127926396,43.40902777295099,336.42718984408634,214.59738911142855,294.87058604173995,67.38383044776334,1.0436699275237686,6.643692928157067,50.81452317806294,205.32441605783652,0.8681426378591057
C3110_U2,-120.77284586273998,38.91060114303903,15.382121523842743,250.2622231432239,160.1631209733716,7.948825682271734,41.4607541205149,343.49877568445504,224.50562913988233,284.19058532744197,62.34591462795956,1.0804123467075897,5.943935312609886,51.36638974535047,193.03833826284105,0.9299719732654272
C3111_U1,-120.73673898293625,38.90576183895676,16.110737825773644,237.1575534912119,161.09448950855798,8.070727708046062,41.12665604219528,338.8244854283914,223.91844735608396,274.96105613724234,52.961794208049,0.9975543215526981,6.26373703661887,51.418057486496274,181.03554639033118,0.8653077949954745
C3111_U2,-120.72781191808704,38.90630315473707,14.689796779609013,255.11643704107163,159.04199178971223,7.874457631319757,42.01741538897771,339.33999259162596,220.32556349844495,285.4318388800051,62.523174700425095,1.0566470462071298,6.0255481314922354,51.98392866235601,194.62175302501268,0.8821620197477421
C3112_U1,-120.69072698937242,38.904178632412815,16.085626092151152,240.90769238142633,160.2156109059633,8.34030648289514,41.473137631844736,335.79556327603905,220.6495834147849,276.72332163298677,54.490408831136435,1.0521790368861061,6.3251105064997235,51.87069878991073,186.17983139213806,0.8691372236176805
C3112_U2,-120.69586922760332,38.912157975112905,17.786056055426496,233.60115679783928,160.65652813430802,8.573007873755415,41.628836755321004,331.30583661158516,218.87774802946282,268.9058144042861,53.504552848589114,1.107814821605756,6.702824408357359,50.67349847389767,176.34591659556273,0.9583209562494176
C3115_U1,-120.55388368505572,38.90406024657285,22.051342382546682,165.49377740505986,138.92095149519707,10.022242420200133,47.48059726086155,275.17188047224295,168.21294984032735,283.0783619975683,70.2399705896161,1.3754711999106617,8.748324175553233,45.97897265112064,204.15932370071204,1.346970179154825
C3115_U2,-120.56327632834866,38.90375221861807,21.856353561215677,191.09658468964713,139.9454568197373,9.759303385084081,49.15550131083766,279.26009194540063,178.64164326208774,278.8258791448939,76.05480357422391,1.3697792332757703,7.571766367063402,47.569180955295074,197.5398494607676,1.3222026769949853
C3141_U1,-120.36899155335291,38.89649101614447,14.24718693751863,299.03951136486415,154.4920317711008,8.594513798669999,41.171306782430705,346.2966484578441,228.36128697773395,285.29735151369067,58.949705914494785,1.0409502312899834,5.768033127011649,53.716794862187356,193.18522160672052,0.8333510379330374
C3141_U2,-120.36336320375516,38.889486729979424,13.398240035359501,295.98440157957305,150.912452170784,8.18799283751597,39.170706427363335,343.03926572871364,222.67950464200774,291.8192468589875,61.531043114432336,1.017235737484571,5.904324248135975,53.68540478253416,201.25191735122806,0.8235931087371021
C3178_U1,-120.70814677512693,38.8747620640685,17.429774649540118,213.386837579443,164.10186655636952,7.666147819106309,41.04815409726331,341.1766446340142,216.03565720686595,279.12323820965685,58.905308667313335,1.070819871925644,6.466296989707275,49.801357603803375,190.7008832702534,0.9922593976658234
C3178_U2,-120.71781714559633,38.88424987570093,15.491929939631783,240.2890640166476,161.05049163983182,7.970531477414975,41.05854419877715,343.99149701443866,222.1239211556738,287.0204513345692,60.72873908962856,1.0729448433060516,6.15537691540775,50.845001178575316,195.71252774729876,0.9412279076471859
C3184_U1,-120.44942267433169,38.871145869866375,13.092580442596635,284.4583523271493,156.52612542917095,7.877996480921647,40.580881202303686,350.0304550128037,226.2695593136274,291.20685714576786,59.57183820560069,1.0402031793003115,6.029820410221445,53.229409661237206,199.391340824939,0.8172827086494208
C3184_U2,-120.4511274070902,38.87676308377688,12.436790331264074,268.2107875202239,153.75581359887482,7.7196735694726355,38.724089611730946,348.21584443410956,217.89350003931006,300.34189751685693,65.7939552825875,1.0393602260670065,6.2578724186414965,51.93494051028034,213.94055863842678,0.8138796977042813
C3209_U1,-120.34874048798372,38.86069744297852,12.878566004475346,298.0908716904161,156.34522545447564,8.29066781933006,42.503149221071176,360.66458404674773,228.9607385580756,297.4507719521548,62.524524087772505,1.043331243628734,5.7800168653852015,52.968975140339296,206.9173217914498,0.8544397141421031
C3209_U2,-120.34346652222742,38.86534354544123,13.85349971246523,300.62009285500835,154.63424920576261,8.595706149738078,41.18650570874176,350.0396910645549,227.97933146448054,285.67160018309215,59.210671925197154,1.0624472961420375,5.679853534407044,53.77736671705358,194.82610314689086,0.9079825294107309
C3209_U3,-120.35443477901768,38.85717780815283,13.180880185830896,301.6020611623627,153.46925369689657,8.501165541034693,42.01393593536713,349.5929240125455,228.7183234296185,292.28678220754347,61.17112653526275,1.0170318217359322,5.65368536461227,53.76489497734728,200.87382102333547,0.8486533354177777
C3210_U1,-120.3065923932437,38.868330391386564,13.91835218413373,279.1568548862835,144.2268229963299,8.683376239476795,39.36513453371235,324.5238549812551,210.68228449456146,294.2507120703747,63.34508659836774,1.0262006747830854,6.4392722787924015,53.35384200537314,208.27536475083792,0.8112747722730737
C3210_U2,-120.30059698559558,38.86647407311501,13.099545944928764,312.59051520056613,149.45941812559926,8.598021371539549,39.68283921489654,336.552868193855,228.24439067068732,284.30034597205736,57.63106255383598,1.011488588167844,5.714418896749362,55.308013432936356,190.38306112938858,0.7326994484081678
C3220_U1,-120.76193516424019,38.85788173697346,17.565569245787295,213.52387066547632,155.2006071943957,6.870570535897136,45.62303919707856,326.31861609081307,205.19673755006366,290.89103884575457,71.07169644647094,1.1230492996823118,7.536540591265274,48.51622699242865,201.94899144446555,0.9837353976908552
C3220_U2,-120.76014303797749,38.865292705381655,16.14363764746817,240.93300592785866,158.67633854381552,7.195018524479031,42.71103174715717,336.85221349918714,222.82775411484093,285.34150206467996,62.4593653403748,1.0629156062853828,6.337432174261487,50.9868732649801,190.15450746506377,0.9030978690198255
