cell_unit,long,lat,Acorn Woodpecker,White-breasted Nuthatch,Clark's Nutcracker,House Wren,White-headed Woodpecker,Swainson's Thrush,Pacific-slope Flycatcher,Hermit Warbler,Purple Finch,Orange-crowned Warbler,Williamson's Sapsucker,Mourning Dove,MacGillivray's Warbler,Brewer's Blackbird,Western Bluebird,Mountain Quail,Blue-gray Gnatcatcher,Lazuli Bunting,Yellow-rumped Warbler,Dark-eyed Junco,American Robin,House Finch,Northern Flicker,Western Tanager,Red-breasted Nuthatch,Mountain Bluebird,Warbling Vireo,Common Poorwill,Black-headed Grosbeak,Mountain Chickadee,Brown Creeper,Nashville Warbler,Evening Grosbeak,Band-tailed Pigeon,Pileated Woodpecker,Dusky Flycatcher,Red-naped Sapsucker,Pine Siskin,Red-tailed Hawk,Olive-sided Flycatcher,Oak Titmouse,Common Nighthawk,Fox Sparrow,Red-breasted Sapsucker,California Scrub-Jay,American Kestrel,Red Crossbill,Golden-crowned Kinglet,Western Wood-Pewee,Woodhouse's Scrub-Jay,Common Raven,Hairy Woodpecker,Ash-throated Flycatcher,Green-tailed Towhee,Steller's Jay,Plumbeous Vireo,California Quail,Hermit Thrush,Hutton's Vireo,Townsend's Solitaire,Spotted Towhee,Bushtit,Cassin's Vireo,Hammond's Flycatcher,Lesser Goldfinch,Pacific Wren,Black-backed Woodpecker,Wrentit,Western Kingbird,Wilson's Warbler,Pygmy Nuthatch,Downy Woodpecker,Sooty Grouse,White-throated Swift,Gray Flycatcher,Violet-green Swallow,California Towhee,Cassin's Finch,Red-shouldered Hawk,Chipping Sparrow,Nuttall's Woodpecker,Rufous-crowned Sparrow,Rock Wren,Bewick's Wren,Brewer's Sparrow,Yellow Warbler,Canyon Wren,Bullock's Oriole,Phainopepla,Vaux's Swift,Osprey,Black Phoebe,Eurasian Collared-Dove,Chestnut-backed Chickadee,Yellow-breasted Chat,Lawrence's Goldfinch,Wild Turkey,Tree Swallow,Song Sparrow,Brown-headed Cowbird,California Thrasher,burnYear,Nitrogen,LMA,Cellulose,Calcium,Chlorophylls,Fiber,Lignin,NSC,Phenolics,Phosphorus,Potassium,Starch,Sugar,Sulfur
C3271_U2,-120.32535500599465,38.83756359716854,0.4411764705882353,0.08823529411764706,0,0,1.1323529411764706,0.058823529411764705,11.661764705882353,8.338235294117647,0.8823529411764706,0.04411764705882353,0,0.014705882352941176,9.191176470588236,0,0,0.9852941176470589,0,0.014705882352941176,11.088235294117647,0.058823529411764705,37.35294117647059,0.17647058823529413,1.411764705882353,146.91176470588235,82.76470588235294,0.014705882352941176,5.720588235294118,0.07352941176470588,1.75,71.67647058823529,15.5,0.8235294117647058,0.04411764705882353,0.17647058823529413,0.17647058823529413,0.38235294117647056,0,0,0,0.07352941176470588,0,8.044117647058824,0.058823529411764705,0.04411764705882353,0,0.014705882352941176,0.029411764705882353,85.58823529411765,0.9264705882352942,0,0,1.6764705882352942,0.19117647058823528,0,28.220588235294116,0.3235294117647059,0,377.7647058823529,0.058823529411764705,1.8823529411764706,0.07352941176470588,0,16.235294117647058,1.338235294117647,0,11.602941176470589,0,0,0,0.029411764705882353,0,0,0,0,0,0,0,0,0.029411764705882353,0,0,0,0,0,0,0.04411764705882353,0,0,0.014705882352941176,0,0.014705882352941176,0,0,0,0,0,0,0,0,0,0,NA,15.860299041270666,278.6980243301392,141.01282355157397,9.346344747248647,37.01835635307077,313.10238110075903,211.1281200631138,282.36751598878135,59.990012209915385,1.0830126476772008,6.73729401144039,52.952924910101444,191.32314705723067,0.8861544910655195
C3272_U1,-120.27956226466897,38.832002155481035,0.5588235294117647,1.6764705882352942,0.3235294117647059,0.029411764705882353,7.990196078431373,0.16666666666666666,0.2549019607843137,10.656862745098039,1.1666666666666667,0.5588235294117647,0.17647058823529413,0.08823529411764706,0.7058823529411765,0.049019607843137254,0.029411764705882353,9.098039215686274,0.058823529411764705,0.049019607843137254,128.2058823529412,0.7156862745098039,43.254901960784316,0.029411764705882353,13.127450980392156,994.0196078431372,745.0686274509804,0.06862745098039216,0.13725490196078433,0.09803921568627451,5.382352941176471,191.18627450980392,15.029411764705882,1.6568627450980393,2.2254901960784315,0.5196078431372549,3.1470588235294117,0.28431372549019607,6.607843137254902,0.058823529411764705,0,4.519607843137255,0,8.333333333333334,0.23529411764705882,9.92156862745098,0.06862745098039216,0.0196078431372549,0.16666666666666666,97.53921568627452,19.558823529411764,0,2.0588235294117645,2.7549019607843137,0.12745098039215685,0.4215686274509804,79.41176470588235,0.18627450980392157,0.029411764705882353,56.3235294117647,0.0784313725490196,62.73529411764706,0.3431372549019608,0.12745098039215685,3.676470588235294,0.13725490196078433,0,1.5196078431372548,0,0.00980392156862745,0.0784313725490196,0.08823529411764706,0.0392156862745098,0.00980392156862745,0,0,0,0,0,0,0.00980392156862745,0,0,0,0,0,0,0.00980392156862745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,12.717494182286522,334.0456501285836,143.9740427936382,7.852830011920277,38.59144444584274,336.6364567979187,221.5114455613553,306.93882974975674,65.87219347326418,0.9218617028651976,6.156636600988998,55.78171737434092,215.3033127199843,0.6383252746348608
C3272_U2,-120.29145020320901,38.83238370604423,0.4411764705882353,0.22549019607843138,0.06862745098039216,0,1.5588235294117647,1.3529411764705883,0.3333333333333333,9.401960784313726,1.1372549019607843,0.16666666666666666,0.00980392156862745,0.029411764705882353,2.892156862745098,0.00980392156862745,0.0196078431372549,107.09803921568627,0.00980392156862745,0.06862745098039216,101.63725490196079,0.2647058823529412,3.803921568627451,0,0.9313725490196079,19.745098039215687,570.6274509803922,0.0392156862745098,0.00980392156862745,2.107843137254902,0.696078431372549,153.59803921568627,3.5392156862745097,46.166666666666664,0.3627450980392157,0.06862745098039216,2.7254901960784315,0.0196078431372549,0.049019607843137254,0.0392156862745098,0.00980392156862745,0.10784313725490197,0,6.352941176470588,0,0.049019607843137254,0.049019607843137254,0,0.06862745098039216,55,3.7745098039215685,0,2.0098039215686274,4.862745098039215,0.0392156862745098,0.00980392156862745,69.3529411764706,0.09803921568627451,0.00980392156862745,737.6078431372549,0.00980392156862745,0.13725490196078433,0.029411764705882353,0.029411764705882353,2.6470588235294117,0,0,0.12745098039215685,0,0.00980392156862745,0,0.47058823529411764,0.029411764705882353,0,0,0,0,0,0,0,0.0196078431372549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,14.892851880425926,301.3401577383732,144.81050623371456,8.961248436932365,38.762972194719595,319.59498562563863,219.5470961750695,278.8342326590599,57.15346783510369,1.0411022399723306,6.061077476194948,55.391632553938166,184.65472299293876,0.7807998999533757
C3273_U1,-120.24960859515801,38.82926112690824,0.76,0.37333333333333335,0.28,0.05333333333333334,4.706666666666667,0,0.4,0.22666666666666666,0.5733333333333334,0.21333333333333335,0.8,0.08,0.10666666666666667,0.02666666666666667,0.013333333333333334,25.14666666666667,0,0,64.01333333333334,18.333333333333332,40.56,0.12,10.453333333333333,49.46666666666667,244.36,0.06666666666666667,0.05333333333333334,0.013333333333333334,0.4,222.01333333333332,104.93333333333334,0.6266666666666667,1.0266666666666666,0.38666666666666666,0,0.2,1.76,0.12,0,0.6133333333333333,0,2.066666666666667,0.02666666666666667,2.3066666666666666,0.05333333333333334,0.02666666666666667,0.4666666666666667,58.14666666666667,4.386666666666667,0,7.8533333333333335,16.346666666666668,0.08,5.426666666666667,40,0.2,0.013333333333333334,159.2,0.013333333333333334,28.85333333333333,1.2533333333333334,0.09333333333333334,1.8,0.06666666666666667,0.013333333333333334,21.373333333333335,0,0.09333333333333334,0.013333333333333334,0.02666666666666667,0,0,0,0,0,0,0,0,0.05333333333333334,0,0,0,0,0,0.013333333333333334,0,0,0,0.02666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,NA,12.3983586104458,308.9063209413283,142.42487286087427,8.47296679609223,39.160344095206575,331.4829401022854,214.0783214457074,303.21406573019374,66.7721555666997,0.9876989408291545,5.969916667687981,54.38313791170558,214.11386627280504,0.7505018842863601
C3273_U2,-120.23727331115526,38.83460969924533,1.4509803921568627,0.8333333333333334,0,0.00980392156862745,2.6372549019607843,0.029411764705882353,0.049019607843137254,1.411764705882353,2.0294117647058822,0.13725490196078433,5.676470588235294,0.18627450980392157,0.5784313725490197,0.0392156862745098,0.2647058823529412,95.43137254901961,0,0,97.87254901960785,0.049019607843137254,12.53921568627451,0.029411764705882353,1.2450980392156863,464.5098039215686,337.2843137254902,0.049019607843137254,2,0.0196078431372549,0.1568627450980392,123.8529411764706,27.84313725490196,0.4019607843137255,0.3431372549019608,0.0392156862745098,0,0.9411764705882353,0.696078431372549,0,0,111.30392156862744,0,19.666666666666668,0.14705882352941177,1.5098039215686274,0.0392156862745098,0.00980392156862745,0.3333333333333333,51.333333333333336,156.12745098039215,0,0.28431372549019607,8.823529411764707,0.058823529411764705,0.049019607843137254,88.49019607843137,0.13725490196078433,0,7.480392156862745,0.06862745098039216,1.0294117647058822,0.24509803921568626,0.0196078431372549,0.17647058823529413,0,0,0,0.21568627450980393,0,0,0.0392156862745098,0,0,0,0.0196078431372549,0,0.00980392156862745,0,0.00980392156862745,0.0784313725490196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,12.726238191957233,291.12023995760677,146.04366149289663,8.399860068793895,40.661208285910675,332.6133833183379,213.95981264327676,302.3649664850753,66.69230267682626,1.0034396778126449,6.165538562308099,53.15625551666383,213.1859306780671,0.7681853980501158
C3303_U1,-120.67290840599023,38.82525170340586,1.0294117647058822,0.0784313725490196,0.00980392156862745,0.0392156862745098,0.00980392156862745,0.09803921568627451,4.627450980392157,21.745098039215687,22.852941176470587,2.9313725490196076,0.029411764705882353,1.3725490196078431,10.156862745098039,0.0196078431372549,0.0196078431372549,1.4019607843137254,0.0784313725490196,2.7941176470588234,84.96078431372548,2.656862745098039,334.2450980392157,0,4.509803921568627,1256.6078431372548,173.26470588235293,0.0784313725490196,0.00980392156862745,0.00980392156862745,146.1764705882353,0.43137254901960786,14.205882352941176,43.8235294117647,0.4215686274509804,0.6372549019607843,5.245098039215686,0.16666666666666666,0.37254901960784315,0.0196078431372549,0,0.2549019607843137,0.00980392156862745,2.4705882352941178,0,0.4411764705882353,0.23529411764705882,0.029411764705882353,0.00980392156862745,0.7058823529411765,4.990196078431373,0.00980392156862745,1.696078431372549,8.549019607843137,0.0784313725490196,0,16.54901960784314,2.303921568627451,0.00980392156862745,8.931372549019608,57.754901960784316,0.18627450980392157,122.86274509803921,0.10784313725490197,207.27450980392157,0.5196078431372549,0.00980392156862745,0.14705882352941177,0,0.00980392156862745,0,1.7843137254901962,0.0392156862745098,0.20588235294117646,0,0,0.00980392156862745,0.029411764705882353,0,0,0,0,0,0,0,0.8823529411764706,0,0.0392156862745098,0,0.0196078431372549,0.0392156862745098,0,0,0,0,0.0196078431372549,0,0,0,0,0,0,0,2014,15.603597400134158,238.9403001250821,153.39948791589975,8.424222914056296,42.837770452877706,332.53850004705305,211.75278057366273,284.4675814811318,63.85502353751609,1.146466326810735,6.435300732222801,50.66145598807945,198.69492523417543,1.02417596165882
C3303_U2,-120.67825177687315,38.819021017487565,11.019417475728156,0.1650485436893204,0,0,0.3883495145631068,0.05825242718446602,3.8932038834951457,1.3398058252427185,13.106796116504855,0.4174757281553398,0,2.4757281553398056,3.174757281553398,0.02912621359223301,1.2815533980582525,4.611650485436893,1.0776699029126213,0.14563106796116504,15.359223300970873,0.33980582524271846,433.6504854368932,0,2.0194174757281553,721.9708737864078,444.40776699029124,0.06796116504854369,0.11650485436893204,0.21359223300970873,170.83495145631068,2.0776699029126213,17.04854368932039,28.57281553398058,0.8543689320388349,0.9514563106796117,0.009708737864077669,0.7766990291262136,0.04854368932038835,0,0.02912621359223301,80.25242718446601,0,1.0194174757281553,0,0.038834951456310676,1.7281553398058251,0.04854368932038835,0.038834951456310676,0.8349514563106796,12.650485436893204,0.038834951456310676,6.038834951456311,24.12621359223301,0.06796116504854369,0.009708737864077669,36.12621359223301,1.1941747572815533,0.009708737864077669,1.6893203883495145,2.766990291262136,2.1650485436893203,96.18446601941747,0.019417475728155338,48.728155339805824,1.1844660194174756,0.1650485436893204,0.009708737864077669,0,0.17475728155339806,0.019417475728155338,0.21359223300970873,0.009708737864077669,0.02912621359223301,0,0,0,0.009708737864077669,0,0,0,0,0,0,0,4.922330097087379,0,0.009708737864077669,0,0,0.05825242718446602,0,0,0,0,0.009708737864077669,0,0,0,0,0,0,0,2014,14.970142084603367,234.171535060611,149.3411734307589,8.624128229384793,42.508604750998906,318.8240367725256,204.4776093801246,290.83930771350475,66.315435799987,1.1423737592132246,6.685106173207078,50.53595495495436,205.73669217034046,0.9721667703384214
C3305_U1,-120.59228283692289,38.82084492814745,0.8611111111111112,0.2777777777777778,0,0,2.8055555555555554,0.013888888888888888,166.20833333333334,7.972222222222222,2.0833333333333335,0.125,0,0.013888888888888888,4.041666666666667,0.013888888888888888,0.2222222222222222,40.888888888888886,0.027777777777777776,0.2361111111111111,19.01388888888889,19.40277777777778,304.8333333333333,0,8.041666666666666,410.25,56.125,0.027777777777777776,0.09722222222222222,0,392.0138888888889,2.013888888888889,14.708333333333334,157.86111111111111,0.09722222222222222,2.9583333333333335,0.2777777777777778,0.4305555555555556,0.1527777777777778,0,0.027777777777777776,36.43055555555556,0,1.3055555555555556,0.013888888888888888,0.2777777777777778,0.06944444444444445,0,0.013888888888888888,0.3055555555555556,1.375,0.013888888888888888,7.416666666666667,11.458333333333334,0.1527777777777778,0.06944444444444445,93.79166666666667,3.9722222222222223,0.06944444444444445,3.3472222222222223,14.208333333333334,1.3888888888888888,176.23611111111111,0.027777777777777776,83.23611111111111,0.375,0.18055555555555555,26.5,0,0.06944444444444445,0.05555555555555555,1.5555555555555556,0,0,0,0,0,0,0.7916666666666666,0,0.013888888888888888,0,0,0,0,0.041666666666666664,0,0.013888888888888888,0,0,0,0,0.027777777777777776,0,0,0.013888888888888888,0,0,0,0,0,0,0,2014,18.428282615960736,233.8794646747138,161.38833679606049,9.051668458974738,42.36265779115886,350.4270338391865,224.21198533642428,273.98026038788987,56.631776664607315,1.1481030823715415,6.238446451982246,50.058012038812016,188.31449989500308,1.1237422765987177
C3305_U2,-120.59297249568417,38.813534081904926,5.861111111111111,1.6388888888888888,0,0.027777777777777776,0.875,0.041666666666666664,1.2083333333333333,0.6527777777777778,18.208333333333332,0.013888888888888888,0.013888888888888888,1.125,15.5,0,6.430555555555555,124.05555555555556,0.08333333333333333,10.333333333333334,11.055555555555555,0.1388888888888889,45.25,0.027777777777777776,14.166666666666666,386.3611111111111,32.5,0,0.027777777777777776,0.013888888888888888,88.34722222222223,1.5277777777777777,6.277777777777778,13.583333333333334,0.8611111111111112,0.1388888888888889,0.013888888888888888,0.5833333333333334,0.027777777777777776,0,0,837.75,0.013888888888888888,2.2222222222222223,0,0.06944444444444445,0.027777777777777776,0.3472222222222222,0.027777777777777776,0.06944444444444445,159.88888888888889,0.027777777777777776,7.111111111111111,4.402777777777778,0.4027777777777778,0.06944444444444445,30.38888888888889,2.1666666666666665,0.013888888888888888,8.777777777777779,0.3472222222222222,7.263888888888889,72.83333333333333,0,54,0.16666666666666666,3.4444444444444446,0,0,0.25,0.013888888888888888,0.05555555555555555,0,0,0,0.041666666666666664,0,0,0.013888888888888888,0.013888888888888888,0,0.041666666666666664,0,0.027777777777777776,0.041666666666666664,0.25,0,0.5,0.013888888888888888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,17.295907059821126,197.5140339819385,154.01157036980038,8.647109246850555,43.63557874520065,333.5353111321949,195.27397728710957,292.77184576567925,68.42590658568692,1.2209788955135146,7.8334605149865375,46.85618720251568,214.71947536397306,1.1518781978251673
C3306_U1,-120.53620232052482,38.817098220768536,0.8,0.05714285714285714,0,0.5428571428571428,2.4857142857142858,0.8571428571428571,0.2571428571428571,0.7714285714285715,2.4571428571428573,0.45714285714285713,0.02857142857142857,0,137.28571428571428,0.05714285714285714,1.457142857142857,71.45714285714286,0,26.142857142857142,1.7714285714285714,0.08571428571428572,28.314285714285713,0.2,17.82857142857143,52.17142857142857,120.28571428571429,0.02857142857142857,35.22857142857143,0,75.88571428571429,10.885714285714286,19.314285714285713,62.94285714285714,0.02857142857142857,0,0.9714285714285714,47.68571428571428,1.7714285714285714,0,0,10.742857142857142,0,1.1142857142857143,2.8857142857142857,4.142857142857143,0.11428571428571428,0.2857142857142857,0.02857142857142857,0.22857142857142856,77.08571428571429,0,1.1428571428571428,75.82857142857142,0.11428571428571428,0.08571428571428572,38.08571428571429,0.22857142857142856,0.02857142857142857,2.914285714285714,0.5714285714285714,1.8857142857142857,213.42857142857142,3.8,1.4285714285714286,0.17142857142857143,0.8857142857142857,0.05714285714285714,0,0.08571428571428572,0,0.6571428571428571,0,0.08571428571428572,0,0,0.08571428571428572,0,0.37142857142857144,0,0,0,0,0,0,0.05714285714285714,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,19.20557905100638,185.57075958814042,133.56413825263573,9.47444547779448,44.32304968104209,282.9400375917851,172.55799302391947,300.6580967938683,75.58432365831888,1.2771221587030297,8.478123164166295,46.626250739273544,220.84260753541105,1.2177777733358106
C3306_U2,-120.54746996673204,38.81797513392016,2.8857142857142857,1.3428571428571427,0,0.08571428571428572,0.3142857142857143,0,0.11428571428571428,0.37142857142857144,0.6,0,0.02857142857142857,1.8571428571428572,0.3142857142857143,0,0.8857142857142857,1.5142857142857142,0.02857142857142857,12.2,5.628571428571429,0.37142857142857144,20.714285714285715,0.14285714285714285,4.371428571428571,606.7714285714286,186.6,0.05714285714285714,0,0,125.57142857142857,1.542857142857143,15.085714285714285,1.8285714285714285,0.17142857142857143,0.14285714285714285,0.5714285714285714,0.11428571428571428,0.02857142857142857,0.08571428571428572,0.02857142857142857,74.85714285714286,0,2.5428571428571427,0.02857142857142857,0,0,0,0.08571428571428572,0.17142857142857143,25.34285714285714,0.05714285714285714,0.02857142857142857,3.4285714285714284,0.02857142857142857,0,207.5142857142857,1.2857142857142858,0.02857142857142857,0.5142857142857142,0.17142857142857143,13.571428571428571,58.142857142857146,0.14285714285714285,5.514285714285714,0,1.0571428571428572,0.02857142857142857,0,0.02857142857142857,0.02857142857142857,0,0,0,0,0.05714285714285714,0,0,0,0,0,0,0,0,0,0.02857142857142857,0,0,0.05714285714285714,0,0.02857142857142857,0,0,0,0,0,0,0,0,0,0,0,0,2014,18.241053271900828,197.62540399831664,138.04304970839846,9.686658189865256,43.676153678590474,294.4519625097844,182.21464956651508,296.324188704735,75.99620801934084,1.274780089571481,7.643651664499833,47.49506615603999,218.15884411300354,1.2189829018947007
C3322_U1,-120.72876858117486,38.81120863864207,6.96078431372549,1.9019607843137254,0.049019607843137254,0,0.00980392156862745,0.00980392156862745,1.1568627450980393,0.5882352941176471,114.46078431372548,8.519607843137255,0.00980392156862745,2.372549019607843,0.08823529411764706,0.029411764705882353,0.2549019607843137,0.5882352941176471,12.166666666666666,0,1.2941176470588236,0,6.823529411764706,0,5.833333333333333,49.627450980392155,79.15686274509804,0.0196078431372549,0.14705882352941177,1.2843137254901962,12.970588235294118,0.6568627450980392,0.13725490196078433,15.019607843137255,0.12745098039215685,0.3627450980392157,0.16666666666666666,0.20588235294117646,0,0.0196078431372549,0.00980392156862745,0.38235294117647056,5.666666666666667,0.43137254901960786,0,0.0392156862745098,62.11764705882353,0,0.0196078431372549,0.11764705882352941,1.6274509803921569,0.7058823529411765,3.843137254901961,2,1.2549019607843137,0,11.284313725490197,0.10784313725490197,3.4607843137254903,0.5294117647058824,3.5686274509803924,0.11764705882352941,12.166666666666666,1.4803921568627452,1.2450980392156863,0.00980392156862745,7.568627450980392,0.00980392156862745,0,16.480392156862745,0,2.892156862745098,0,0.09803921568627451,0,0,0,0.029411764705882353,0.5196078431372549,0.00980392156862745,0.16666666666666666,0,0.058823529411764705,0,0,0.0392156862745098,0,0,0.00980392156862745,0,0.00980392156862745,0,0.058823529411764705,0,0.00980392156862745,0,0,0,3.0098039215686274,0,0,0,0,1979,16.462375980882193,238.480817669649,156.053625251318,7.6905059090407155,44.27770898245955,337.3134121904547,216.82840005336575,291.3456692727785,66.82752216554988,1.0948424795138536,6.928918510893291,49.473405645142805,202.28787316020632,0.9723333244753113
C3322_U2,-120.72998776889825,38.81669547714053,1.0194174757281553,0.02912621359223301,0,0.009708737864077669,0,0.02912621359223301,2.6893203883495147,0.5145631067961165,47.36893203883495,7.514563106796117,0,0.3786407766990291,3.7475728155339807,0,0.02912621359223301,1.0679611650485437,0.6019417475728155,0.04854368932038835,4.262135922330097,0.4563106796116505,37.43689320388349,0,1.7378640776699028,22.359223300970875,25.95145631067961,0.019417475728155338,0.038834951456310676,0,112.37864077669903,1.3495145631067962,0.14563106796116504,37.43689320388349,0.11650485436893204,0.13592233009708737,0.04854368932038835,0.08737864077669903,0,0,0.02912621359223301,0.21359223300970873,0.04854368932038835,1.5242718446601942,0.019417475728155338,0.02912621359223301,2.4174757281553396,0,0,0.970873786407767,3.4854368932038833,0.06796116504854369,1.5048543689320388,2.796116504854369,0.10679611650485436,0.019417475728155338,2.1067961165048543,2.116504854368932,0,2.2135922330097086,5.854368932038835,0.05825242718446602,488.5242718446602,0.009708737864077669,1.6019417475728155,0.3592233009708738,1.3009708737864079,0.02912621359223301,0,16.699029126213592,0,0.5728155339805825,0,0,0,0,0.009708737864077669,0,0.02912621359223301,0,0.1262135922330097,0,0,0,0.009708737864077669,13.864077669902912,0,0.02912621359223301,0,0,0.009708737864077669,0,0,0.038834951456310676,0.009708737864077669,0,0,0,0.02912621359223301,0,0,0,0,1979,15.471979066791599,249.1808949769372,159.2508339886015,7.455276357702768,40.68293901876331,351.1842816919073,227.75244403842066,287.81141978269056,60.07633863939938,1.0449009250808314,6.37217422174951,50.54132309674423,193.0440856188296,0.9099669155884049
C3328_U1,-120.48514774959959,38.805207035120006,8.411764705882353,0.9558823529411765,0.029411764705882353,0.014705882352941176,14.014705882352942,0.22058823529411764,0.11764705882352941,71.17647058823529,2.3970588235294117,0.04411764705882353,0.27941176470588236,0.5294117647058824,0.6029411764705882,0.014705882352941176,5.220588235294118,278.63235294117646,0.014705882352941176,32.11764705882353,29.926470588235293,0.9705882352941176,29.941176470588236,0.08823529411764706,23.926470588235293,167.02941176470588,154.25,0.14705882352941177,0.36764705882352944,0.36764705882352944,41.6764705882353,91.70588235294117,6.352941176470588,7.911764705882353,0.23529411764705882,0.2647058823529412,0.6911764705882353,11.470588235294118,0.6470588235294118,0.014705882352941176,0.04411764705882353,53.86764705882353,0,10.970588235294118,0.14705882352941177,0.5735294117647058,0.04411764705882353,0.39705882352941174,0.08823529411764706,4.955882352941177,93.79411764705883,0,2.323529411764706,9.323529411764707,0.04411764705882353,5.573529411764706,102.47058823529412,0.6029411764705882,0.014705882352941176,1.1911764705882353,0.36764705882352944,3.838235294117647,78.23529411764706,0,3.4558823529411766,0,1.3676470588235294,0.029411764705882353,0,0,0,0.014705882352941176,0,0,0,0.014705882352941176,0.08823529411764706,0.014705882352941176,0,0,0,0.04411764705882353,0,0.058823529411764705,0,0.029411764705882353,0.014705882352941176,0.029411764705882353,0,0,0.014705882352941176,0,0,0,0,0,0,0,0,0,0,0,0,2014,18.330881494151836,212.22126084964987,137.7612340608055,9.271677860734902,44.21016241316357,293.35050481625717,182.8363456009282,298.71263285513567,73.49597051682633,1.2417243948581766,8.058569912499472,48.43369863564948,215.46155890024957,1.1457884184786504
C3328_U2,-120.47312895649544,38.803348337117995,1.0147058823529411,1.1176470588235294,0.029411764705882353,0,6.088235294117647,0.17647058823529413,0.45588235294117646,1.1764705882352942,91.47058823529412,0.058823529411764705,0.22058823529411764,5.602941176470588,5.279411764705882,0.7941176470588235,0.6029411764705882,43.455882352941174,0.14705882352941177,0.4117647058823529,17.794117647058822,1.5441176470588236,13.191176470588236,0.17647058823529413,14.573529411764707,86.8529411764706,149.22058823529412,0.04411764705882353,3.6323529411764706,0.11764705882352941,13.588235294117647,81.44117647058823,23.897058823529413,4.073529411764706,0.3235294117647059,0.4264705882352941,5.573529411764706,8.235294117647058,1.9264705882352942,0,0.029411764705882353,0.5735294117647058,0.029411764705882353,4.161764705882353,0.27941176470588236,2.25,0.04411764705882353,0.058823529411764705,0.27941176470588236,1.7058823529411764,227.77941176470588,0,1.5588235294117647,31.41176470588235,0.058823529411764705,0.04411764705882353,18.66176470588235,7.926470588235294,0.014705882352941176,7.117647058823529,3.823529411764706,21.705882352941178,90.19117647058823,0.058823529411764705,77.17647058823529,0.47058823529411764,11.970588235294118,0.07352941176470588,0,0.08823529411764706,0.014705882352941176,0.014705882352941176,0.029411764705882353,0.07352941176470588,0,0,0,0,0.014705882352941176,0.25,0,0.17647058823529413,0,0,0.10294117647058823,0.014705882352941176,0,0,0,0,0,0,0,0.014705882352941176,0,0,0,0.014705882352941176,0,0,0,0,0,NA,15.937105083104434,240.4874961960329,156.7804559413404,8.615832165139542,44.84110738960007,342.99116621589593,214.784715680917,288.3518617772294,64.54047461976079,1.1418575516535645,6.686528436686094,49.566646858612295,203.1487495679834,0.9996664067291667
C3330_U1,-120.40193025076964,38.80226791984768,0.01904761904761905,0.047619047619047616,0,0,0.01904761904761905,0,0.05714285714285714,0.0380952380952381,331.247619047619,0.02857142857142857,0,0.047619047619047616,1.1428571428571428,0.047619047619047616,0.02857142857142857,259.6857142857143,0.009523809523809525,0.047619047619047616,166.85714285714286,1.6,44.304761904761904,0.20952380952380953,1.180952380952381,47.857142857142854,53.02857142857143,0,0.047619047619047616,0.01904761904761905,1.6952380952380952,83.58095238095238,0.009523809523809525,1.561904761904762,0.4380952380952381,0.0380952380952381,0,0.44761904761904764,0.17142857142857143,0.13333333333333333,0,43.84761904761905,0,202.6952380952381,1.6857142857142857,0.2571428571428571,0.02857142857142857,0,0.2571428571428571,0.09523809523809523,51.114285714285714,0.009523809523809525,0.580952380952381,3.466666666666667,0.047619047619047616,20.80952380952381,6.980952380952381,0.3333333333333333,0.0380952380952381,0.9428571428571428,0.9333333333333333,39.647619047619045,38.32380952380952,0.0761904761904762,3.019047619047619,0.009523809523809525,22.942857142857143,0.09523809523809523,0,0.23809523809523808,0.01904761904761905,0.009523809523809525,0.01904761904761905,0,0,0.009523809523809525,0,0,0,0.13333333333333333,0,0.02857142857142857,0,0.01904761904761905,0.009523809523809525,0,0,0.01904761904761905,0,0,0.009523809523809525,0,0,0.009523809523809525,0,0,0,0.009523809523809525,0,0,0,0,0,1992,16.261315268535,247.81017927298575,144.36340119218593,9.433203301221052,44.09274497658095,315.69686429737203,197.54560824338344,289.55181530021883,70.18239159591809,1.2422673440086451,7.032680858750717,49.99489367041511,208.13128831496542,1.0741324647010146
